lengths,angles,species,coords
"[5.5, 5.5, 9.3]","[90.0, 90.0, 119.0]","['K', 'K', 'K', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'Pt', 'Pt']","[[0.86, 0.19, 0.96], [0.52, 0.52, 0.27], [0.19, 0.85, 0.67], [0.04, 0.01, 0.32], [0.49, 0.01, 0.32], [0.04, 0.55, 0.32], [0.68, 0.37, 0.61], [0.22, 0.37, 0.61], [0.68, 0.82, 0.61], [0.39, 0.22, 0.91], [0.39, 0.66, 0.91], [0.82, 0.66, 0.91], [0.86, 0.19, 0.53], [0.52, 0.52, 0.52], [0.19, 0.85, 0.32]]"
"[4.9, 4.9, 4.9]","[59.0, 59.0, 59.0]","['Pm', 'Ge', 'Pd', 'Pd']","[[0.21, 0.47, 0.86], [0.71, 0.97, 0.36], [0.96, 0.22, 0.61], [0.46, 0.72, 0.11]]"
"[3.0, 5.5, 6.4]","[90.0, 90.0, 90.0]","['Si', 'Si', 'Si', 'Si', 'Ir', 'Ir', 'Ir', 'Ir']","[[0.62, 0.73, 0.39], [0.12, 0.35, 0.54], [0.62, 0.23, 0.04], [0.12, 0.85, 0.89], [0.62, 0.04, 0.68], [0.12, 0.04, 0.26], [0.62, 0.54, 0.76], [0.12, 0.54, 0.18]]"
"[7.5, 7.5, 7.5]","[109.0, 109.0, 109.0]","['Ba', 'Ba', 'Ce', 'Ce', 'Ce', 'Ce', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S']","[[0.19, 0.64, 0.11], [0.94, 0.89, 0.61], [0.69, 0.39, 0.49], [0.52, 0.77, 0.74], [0.44, 0.27, 0.99], [0.02, 0.14, 0.24], [0.2, 0.01, 0.87], [0.7, 0.01, 0.87], [0.53, 0.16, 0.38], [0.86, 0.5, 0.23], [0.38, 0.38, 0.59], [0.86, 0.51, 0.74], [0.02, 0.15, 0.89], [0.53, 0.87, 0.38], [0.19, 0.03, 0.39], [0.38, 0.51, 0.9], [0.71, 0.53, 0.09], [0.88, 0.87, 0.1]]"
"[0.85, 1.0, 1.0]","[90.0, 90.0, 90.0]","['Sr', 'Sr', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg']","[[0.22, 0.48, 0.38], [0.72, 0.98, 0.38], [0.72, 0.48, 0.88], [0.22, 0.98, 0.88], [0.22, 0.95, 0.38], [0.72, 0.01, 0.88], [0.22, 0.45, 0.88], [0.72, 0.51, 0.38], [0.98, 0.22, 0.63], [0.98, 0.74, 0.63], [0.46, 0.72, 0.63], [0.46, 0.24, 0.63], [0.96, 0.24, 0.14], [0.96, 0.72, 0.14], [0.48, 0.74, 0.14], [0.48, 0.22, 0.14]]"
"[0.26, 7.2, 7.6]","[90.0, 90.0, 90.0]","['Rb', 'Rb', 'Ge', 'Ge', 'Ge', 'Ge', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt']","[[0.82, 0.86, 0.7], [0.32, 0.36, 0.2], [0.32, 0.17, 0.75], [0.82, 0.06, 0.14], [0.82, 0.67, 0.14], [0.32, 0.56, 0.75], [0.82, 0.36, 0.63], [0.32, 0.86, 0.26], [0.32, 0.86, 0.63], [0.82, 0.36, 0.26], [0.57, 0.12, 0.45], [0.07, 0.12, 0.45], [0.57, 0.62, 0.45], [0.07, 0.62, 0.45]]"
"[0.77, 8.9, 8.9]","[120.0, 90.0, 90.0]","['La', 'La', 'La', 'La', 'La', 'La', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh']","[[0.21, 0.83, 0.93], [0.21, 0.83, 0.43], [0.71, 0.5, 0.26], [0.21, 1.0, 0.26], [0.71, 0.0, 0.43], [0.71, 0.33, 0.93], [0.43, 0.46, 0.59], [0.48, 0.16, 0.69], [0.43, 0.77, 0.79], [0.93, 0.16, 0.09], [0.93, 0.46, 0.53], [0.98, 0.65, 0.08], [0.48, 0.1, 0.08], [0.48, 0.65, 0.14], [0.93, 0.11, 0.79], [0.98, 0.88, 0.69], [0.21, 0.33, 0.93], [0.71, 1.0, 0.93], [0.43, 0.46, 0.29], [0.93, 0.32, 0.29], [0.21, 1.0, 0.66], [0.71, 0.63, 0.66], [0.43, 0.65, 0.43], [0.93, 0.65, 0.43], [0.43, 0.33, 0.79], [0.93, 0.33, 0.79], [0.43, 0.99, 0.0]]"
"[4.5, 4.5, 4.5]","[59.0, 59.0, 59.0]","['Th', 'Sb']","[[0.37, 0.84, 0.45], [0.87, 0.34, 0.95]]"
"[4.6, 4.6, 4.6]","[59.0, 59.0, 59.0]","['Mg', 'Cd', 'Pd', 'Pd']","[[0.18, 0.99, 0.56], [0.68, 0.49, 0.06], [0.43, 0.24, 0.81], [0.93, 0.74, 0.31]]"
"[4.6, 7.8, 7.5]","[89.0, 90.0, 90.0]","['Ce', 'Ce', 'Ce', 'Ce', 'Ni', 'Ni', 'Ni', 'Ni', 'Sn', 'Sn', 'Sn', 'Sn']","[[0.36, 0.82, 0.41], [0.86, 0.4, 0.43], [0.36, 0.9, 0.91], [0.86, 0.32, 0.93], [0.36, 0.53, 0.12], [0.86, 0.69, 0.72], [0.36, 0.19, 0.62], [0.86, 0.03, 0.22], [0.36, 0.52, 0.69], [0.86, 0.7, 0.15], [0.36, 0.2, 0.19], [0.86, 0.02, 0.65]]"
"[6.6, 6.6, 11.5]","[75.0, 75.0, 33.0]","['Ho', 'Ho', 'Ho', 'Ho', 'Mg', 'S', 'S', 'S', 'S', 'S', 'S', 'S']","[[0.96, 0.67, 0.18], [0.58, 0.29, 0.8], [0.28, 0.98, 0.99], [0.37, 0.08, 0.58], [0.16, 0.87, 0.39], [0.02, 0.73, 0.63], [0.53, 0.24, 0.34], [0.61, 0.32, 0.03], [0.93, 0.65, 0.94], [0.31, 0.02, 0.21], [0.24, 0.95, 0.77], [0.77, 0.47, 0.48]]"
"[4.5, 4.5, 6.3]","[90.0, 90.0, 119.0]","['Ti', 'Cr', 'Cr', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si']","[[0.81, 0.78, 0.03], [0.81, 0.28, 0.69], [0.31, 0.78, 0.37], [0.47, 0.12, 0.03], [0.47, 0.62, 0.7], [0.97, 0.12, 0.36], [0.14, 0.45, 0.03], [0.14, 0.95, 0.7], [0.64, 0.45, 0.36]]"
"[5.3, 5.3, 5.3]","[59.0, 59.0, 59.0]","['Ho', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']","[[0.6, 0.67, 0.87], [0.1, 0.83, 0.37], [0.1, 0.51, 0.37], [0.44, 0.17, 0.37], [0.1, 0.51, 0.03], [0.76, 0.17, 0.71], [0.44, 0.17, 0.03], [0.1, 0.17, 0.71], [0.76, 0.51, 0.37], [0.1, 0.83, 0.71], [0.1, 0.17, 0.03], [0.44, 0.83, 0.37], [0.76, 0.17, 0.37]]"
"[4.8, 5.6, 5.6]","[62.0, 92.0, 92.0]","['V', 'V', 'O', 'O', 'F', 'F', 'F']","[[0.3, 0.75, 0.75], [0.3, 0.21, 0.29], [0.47, 0.42, 0.42], [0.12, 0.05, 0.12], [0.56, 0.93, 0.93], [0.56, 0.94, 0.44], [0.03, 0.54, 0.61]]"
"[5.9, 5.9, 5.9]","[59.0, 59.0, 59.0]","['Na', 'Na', 'Bi', 'Bi', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.71, 0.4, 0.15], [0.21, 0.9, 0.65], [0.96, 0.65, 0.4], [0.46, 0.15, 0.9], [0.23, 0.4, 0.67], [0.69, 0.89, 0.13], [0.23, 0.4, 0.13], [0.69, 0.89, 0.67], [0.23, 0.89, 0.13], [0.69, 0.4, 0.67]]"
"[6.3, 6.3, 6.3]","[131.0, 131.0, 70.0]","['Tb', 'Tb', 'Tb', 'Pr']","[[0.16, 0.77, 0.38], [0.66, 0.27, 0.38], [0.91, 0.02, 0.88], [0.41, 0.52, 0.88]]"
"[6.8, 6.8, 6.8]","[135.0, 135.0, 64.0]","['Ti', 'Ti', 'Nb', 'Nb', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.57, 0.25, 0.92], [0.82, 0.0, 0.42], [0.07, 0.75, 0.92], [0.32, 0.5, 0.42], [0.99, 0.57, 0.35], [0.5, 0.79, 0.0], [0.87, 0.92, 0.83], [0.27, 0.98, 0.49], [0.65, 0.21, 0.34], [0.09, 0.18, 0.01], [0.4, 0.34, 0.85], [0.84, 0.6, 0.5]]"
"[4.9, 4.9, 4.0]","[90.0, 90.0, 120.0]","['Sm', 'Mn', 'Mn', 'Ni', 'Ni', 'Ni']","[[0.73, 0.76, 0.31], [0.06, 0.43, 0.31], [0.4, 0.09, 0.31], [0.23, 0.76, 0.81], [0.23, 0.26, 0.81], [0.73, 0.26, 0.81]]"
"[6.5, 6.5, 10.5]","[90.0, 90.0, 119.0]","['Sr', 'Sr', 'Sr', 'Sr', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg']","[[0.68, 0.38, 0.36], [0.02, 0.04, 0.86], [0.02, 0.04, 0.24], [0.68, 0.38, 0.74], [0.52, 0.04, 0.05], [0.18, 0.87, 0.55], [0.68, 0.87, 0.55], [0.02, 0.54, 0.05], [0.35, 0.71, 0.3], [0.35, 0.71, 0.8], [0.18, 0.38, 0.55], [0.52, 0.54, 0.05]]"
"[4.3, 4.3, 4.5]","[90.0, 90.0, 119.0]","['Eu', 'Al', 'Si']","[[0.27, 0.65, 0.79], [0.6, 0.32, 0.29], [0.93, 0.98, 0.29]]"
"[5.4, 5.4, 9.4]","[90.0, 90.0, 120.0]","['Sc', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn', 'Sn']","[[0.11, 0.77, 0.53], [0.61, 0.27, 0.79], [0.61, 0.77, 0.79], [0.11, 0.27, 0.79], [0.61, 0.27, 0.27], [0.61, 0.77, 0.27], [0.11, 0.27, 0.27], [0.44, 0.44, 0.53], [0.77, 0.11, 0.53], [0.44, 0.44, 0.03], [0.77, 0.11, 0.03], [0.11, 0.77, 0.86], [0.11, 0.77, 0.2]]"
"[5.7, 5.7, 4.1]","[90.0, 90.0, 135.0]","['Y', 'Y', 'Cu', 'Cu', 'Cu', 'Si']","[[0.08, 0.96, 0.85], [0.35, 0.69, 0.35], [0.81, 0.23, 0.85], [0.61, 0.42, 0.35], [0.51, 0.53, 0.85], [0.93, 0.11, 0.35]]"
"[3.3, 3.3, 3.3]","[59.0, 59.0, 59.0]","['Zr', 'N']","[[0.69, 0.93, 0.14], [0.19, 0.43, 0.64]]"
"[0.77, 3.8, 8.7]","[90.0, 90.0, 90.0]","['Cu', 'Cu', 'Cu', 'Cu', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']","[[0.38, 0.66, 0.22], [0.38, 0.66, 0.65], [0.88, 0.65, 0.93], [0.88, 0.65, 0.43], [0.88, 0.48, 0.68], [0.88, 0.48, 0.19], [0.88, 0.02, 0.93], [0.88, 0.02, 0.43], [0.38, 0.01, 0.2], [0.38, 0.01, 0.67], [0.38, 0.48, 0.93], [0.38, 0.48, 0.43]]"
"[3.8, 3.9, 11.5]","[90.0, 90.0, 90.0]","['Sb', 'Sb', 'Sb', 'Sb', 'S', 'S', 'S', 'S', 'O', 'O']","[[0.65, 0.88, 0.7], [0.65, 0.38, 0.38], [0.15, 0.89, 0.88], [0.15, 0.39, 0.2], [0.65, 0.9, 0.98], [0.65, 0.4, 0.11], [0.15, 0.87, 0.61], [0.15, 0.37, 0.48], [0.65, 0.14, 0.29], [0.15, 0.64, 0.79]]"
"[5.5, 5.5, 5.5]","[89.0, 89.0, 89.0]","['Mn', 'Mn', 'Be', 'Be', 'Be', 'Be', 'Be', 'Be', 'Be', 'Be', 'Be', 'Be', 'Be', 'Be', 'Be', 'Be']","[[0.43, 0.41, 0.63], [0.05, 0.03, 0.25], [0.93, 0.91, 0.63], [0.43, 0.91, 0.13], [0.43, 0.41, 0.13], [0.11, 0.57, 0.91], [0.79, 0.57, 0.29], [0.1, 0.27, 0.79], [0.93, 0.41, 0.13], [0.27, 0.07, 0.9], [0.78, 0.07, 0.79], [0.6, 0.26, 0.29], [0.6, 0.76, 0.79], [0.27, 0.75, 0.4], [0.78, 0.57, 0.9], [0.1, 0.26, 0.4]]"
"[0.6, 0.6, 0.54]","[0.96, 0.82, 0.15]","['Ti', 'Ti', 'Al', 'Al', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.57, 0.21, 0.35], [0.07, 0.71, 0.85], [0.57, 0.71, 0.85], [0.57, 0.71, 0.35], [0.73, 0.49, 0.38], [0.73, 0.49, 0.82], [0.71, 0.85, 0.98], [0.71, 0.85, 0.72], [0.76, 0.81, 0.47], [0.76, 0.81, 0.23], [0.41, 0.61, 0.72], [0.41, 0.61, 0.98]]"
"[5.0, 5.0, 5.0]","[59.0, 59.0, 59.0]","['Lu', 'Lu', 'Zn', 'Ga']","[[0.7, 0.53, 0.5], [0.2, 0.03, 1.0], [0.95, 0.78, 0.75], [0.45, 0.28, 0.25]]"
"[3.4, 4.5, 5.6]","[90.0, 90.0, 90.0]","['Ni', 'Ni', 'S', 'S', 'S', 'S']","[[0.15, 0.27, 0.07], [0.65, 0.77, 0.57], [0.65, 0.54, 0.92], [0.15, 0.04, 0.73], [0.65, 0.99, 0.23], [0.15, 0.49, 0.42]]"
"[5.8, 5.8, 5.8]","[59.0, 59.0, 59.0]","['Mn', 'Mn', 'Mn', 'Mn', 'Cu', 'Cu', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.79, 0.99, 0.65], [0.29, 0.49, 0.65], [0.29, 0.99, 0.15], [0.29, 0.99, 0.65], [0.91, 0.61, 0.27], [0.66, 0.36, 0.02], [0.52, 0.75, 0.4], [0.05, 0.21, 0.4], [0.05, 0.75, 0.87], [0.05, 0.75, 0.4], [0.08, 0.23, 0.88], [0.53, 0.77, 0.88], [0.53, 0.23, 0.42], [0.53, 0.23, 0.88]]"
"[14.6, 14.6, 4.4]","[90.0, 90.0, 162.0]","['Nd', 'Nd', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te']","[[0.39, 0.24, 0.98], [0.72, 0.91, 0.48], [0.12, 0.52, 0.98], [0.0, 0.63, 0.48], [0.95, 0.69, 0.98], [0.26, 0.37, 0.48], [0.29, 0.33, 0.98], [0.92, 0.71, 0.48]]"
"[5.9, 5.9, 5.9]","[120.0, 120.0, 89.0]","['Li', 'Li', 'Li', 'Fe', 'Fe', 'Fe', 'Fe', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.95, 0.5, 0.51], [0.45, 0.5, 0.01], [0.45, 0.0, 0.01], [0.95, 0.0, 0.51], [0.95, 0.5, 0.01], [0.45, 0.5, 0.51], [0.95, 0.0, 0.01], [0.45, 0.0, 0.51], [0.71, 0.75, 0.53], [0.71, 0.25, 0.53], [0.71, 0.75, 0.0], [0.71, 0.25, 0.01], [0.18, 0.75, 0.0], [0.18, 0.75, 0.53], [0.19, 0.25, 0.01], [0.18, 0.25, 0.53]]"
"[5.1, 5.1, 3.9]","[90.0, 90.0, 120.0]","['Nd', 'Ga', 'Co', 'Co', 'Co', 'Co']","[[0.86, 0.45, 0.83], [0.53, 0.78, 0.83], [0.19, 0.12, 0.83], [0.36, 0.95, 0.33], [0.36, 0.45, 0.33], [0.86, 0.95, 0.33]]"
"[4.4, 8.0, 14.0]","[87.0, 90.0, 90.0]","['Cs', 'Cs', 'Au', 'Au', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']","[[0.98, 0.42, 0.19], [0.06, 0.42, 0.69], [0.52, 0.92, 0.44], [0.52, 0.92, 0.94], [0.42, 0.72, 0.8], [0.42, 0.12, 0.57], [0.62, 0.12, 0.07], [0.62, 0.72, 0.3], [0.9, 0.71, 0.54], [0.9, 0.13, 0.83], [0.14, 0.13, 0.33], [0.14, 0.71, 0.04]]"
"[5.5, 5.5, 6.6]","[90.0, 90.0, 132.0]","['Ho', 'Ho', 'Ga', 'Ga', 'Ga', 'Ga', 'Pd', 'Pd']","[[0.3, 0.18, 0.92], [0.13, 0.35, 0.42], [0.6, 0.88, 0.11], [0.83, 0.65, 0.23], [0.6, 0.88, 0.73], [0.83, 0.65, 0.61], [0.02, 0.46, 0.92], [0.41, 0.06, 0.42]]"
"[8.6, 8.6, 8.6]","[59.0, 59.0, 59.0]","['Cs', 'Cs', 'In', 'Bi', 'Br', 'Br', 'Br', 'Br', 'Br', 'Br']","[[0.12, 0.52, 0.66], [0.62, 0.02, 0.16], [0.87, 0.27, 0.41], [0.37, 0.77, 0.91], [0.13, 0.01, 0.15], [0.61, 0.01, 0.67], [0.61, 0.53, 0.67], [0.61, 0.53, 0.15], [0.13, 0.01, 0.67], [0.13, 0.53, 0.15]]"
"[5.5, 5.5, 4.9]","[83.0, 83.0, 100.0]","['Cd', 'Cd', 'As', 'As', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.37, 0.78, 0.59], [0.93, 0.22, 0.59], [0.87, 0.71, 0.12], [0.45, 0.28, 0.05], [0.78, 0.91, 0.32], [0.04, 0.59, 0.87], [0.73, 0.45, 0.3], [0.2, 0.95, 0.29], [0.5, 0.35, 0.8], [0.25, 0.4, 0.35], [0.53, 0.08, 0.83]]"
"[3.9, 5.9, 8.5]","[90.0, 90.0, 90.0]","['K', 'K', 'K', 'K', 'Ag', 'Ag', 'Ag', 'Ag', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.88, 0.39, 0.87], [0.38, 0.93, 0.13], [0.88, 0.89, 0.63], [0.38, 0.43, 0.37], [0.38, 0.39, 0.62], [0.88, 0.94, 0.37], [0.38, 0.89, 0.87], [0.88, 0.44, 0.12], [0.38, 0.48, 0.03], [0.88, 0.85, 0.97], [0.38, 0.98, 0.47], [0.88, 0.35, 0.53], [0.38, 0.74, 0.75], [0.88, 0.59, 0.25], [0.38, 0.24, 0.75], [0.88, 0.09, 0.25]]"
"[7.8, 7.8, 7.8]","[59.0, 59.0, 59.0]","['Rb', 'Rb', 'Y', 'Cu', 'Br', 'Br', 'Br', 'Br', 'Br', 'Br']","[[0.15, 0.63, 0.68], [0.65, 0.13, 0.18], [0.9, 0.38, 0.43], [0.4, 0.88, 0.93], [0.15, 0.13, 0.18], [0.65, 0.13, 0.68], [0.65, 0.63, 0.68], [0.65, 0.63, 0.18], [0.15, 0.13, 0.68], [0.15, 0.63, 0.18]]"
"[4.1, 4.1, 8.2]","[90.0, 90.0, 90.0]","['U', 'U', 'Si', 'Si', 'Se', 'Se']","[[0.25, 0.24, 0.5], [0.75, 0.74, 0.06], [0.75, 0.24, 0.78], [0.25, 0.74, 0.78], [0.75, 0.74, 0.42], [0.25, 0.24, 0.15]]"
"[4.9, 4.9, 4.9]","[59.0, 59.0, 59.0]","['Er', 'Lu', 'Pd', 'Pd']","[[0.1, 0.57, 0.97], [0.6, 0.07, 0.47], [0.35, 0.82, 0.22], [0.85, 0.32, 0.72]]"
"[5.5, 5.5, 5.5]","[59.0, 59.0, 59.0]","['Na', 'Pm', 'Te', 'Te']","[[0.98, 0.64, 0.63], [0.48, 0.14, 0.13], [0.73, 0.39, 0.38], [0.23, 0.89, 0.88]]"
"[6.5, 6.5, 6.5]","[30.0, 30.0, 30.0]","['Li', 'Ag', 'F', 'F']","[[0.95, 0.88, 0.34], [0.45, 0.38, 0.84], [0.34, 0.27, 0.73], [0.56, 0.49, 0.94]]"
"[10.0, 10.0, 10.0]","[155.0, 155.0, 34.0]","['Sm', 'Sm', 'P', 'P', 'P', 'Pt', 'Pt', 'Pt', 'Pt']","[[0.75, 0.83, 0.14], [0.4, 0.47, 0.14], [0.94, 0.01, 0.14], [0.2, 0.29, 0.14], [0.57, 0.15, 0.64], [0.99, 0.56, 0.64], [0.15, 0.74, 0.64], [0.82, 0.39, 0.64], [0.32, 0.89, 0.64]]"
"[7.1, 7.1, 7.1]","[104.0, 104.0, 119.0]","['H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'Br', 'Br', 'Br', 'Br', 'N', 'N', 'N', 'N']","[[0.89, 0.83, 0.64], [0.53, 0.17, 0.64], [0.65, 0.99, 0.86], [0.21, 0.55, 0.86], [0.98, 0.62, 0.35], [0.26, 0.28, 0.35], [0.76, 0.78, 0.15], [0.48, 0.12, 0.15], [0.44, 0.83, 0.52], [0.44, 0.58, 0.97], [0.89, 0.12, 0.97], [0.98, 0.58, 0.02], [0.89, 0.83, 0.81], [0.65, 0.99, 0.69], [0.65, 0.12, 0.02], [0.98, 0.99, 0.47]]"
"[6.9, 6.9, 6.9]","[59.0, 59.0, 59.0]","['Cs', 'Cs', 'Rb', 'Bi', 'F', 'F', 'F', 'F', 'F', 'F']","[[0.99, 0.86, 0.67], [0.49, 0.36, 0.17], [0.74, 0.61, 0.42], [0.24, 0.11, 0.92], [0.02, 0.33, 0.14], [0.46, 0.33, 0.7], [0.46, 0.88, 0.7], [0.46, 0.88, 0.14], [0.02, 0.33, 0.7], [0.02, 0.88, 0.14]]"
"[10.6, 10.6, 10.6]","[164.0, 164.0, 22.0]","['Li', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'O', 'O', 'O', 'O', 'O', 'F']","[[0.22, 0.34, 0.8], [0.82, 0.94, 0.8], [0.42, 0.54, 0.8], [0.02, 0.14, 0.8], [0.62, 0.74, 0.8], [0.72, 0.84, 0.8], [0.22, 0.84, 0.3], [0.82, 0.44, 0.3], [0.42, 0.04, 0.3], [0.02, 0.64, 0.3], [0.62, 0.24, 0.3], [0.12, 0.74, 0.3]]"
"[5.1, 5.1, 5.9]","[90.0, 90.0, 90.0]","['Sb', 'Sb', 'O', 'O', 'F', 'F', 'F', 'F', 'F', 'F']","[[0.37, 0.55, 0.3], [0.87, 0.05, 0.51], [0.57, 0.36, 0.5], [0.07, 0.24, 0.32], [0.59, 0.84, 0.51], [0.09, 0.76, 0.3], [0.54, 0.74, 0.97], [0.04, 0.86, 0.85], [0.57, 0.36, 0.01], [0.07, 0.24, 0.81]]"
"[7.5, 4.8, 6.4]","[85.0, 90.0, 90.0]","['Si', 'Si', 'Si', 'Si', 'Ge', 'Ge', 'Ge', 'Ge', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'O', 'O', 'O', 'O']","[[0.63, 0.71, 0.2], [0.13, 0.74, 0.43], [0.36, 0.71, 0.7], [0.86, 0.74, 0.93], [0.29, 0.21, 0.2], [0.79, 0.24, 0.44], [0.7, 0.21, 0.7], [0.2, 0.24, 0.94], [0.82, 0.98, 0.14], [0.32, 0.46, 0.49], [0.57, 0.46, 0.75], [0.07, 0.98, 0.89], [0.17, 0.98, 0.64], [0.67, 0.46, 0.99], [0.42, 0.46, 0.25], [0.92, 0.98, 0.39], [0.36, 0.96, 0.19], [0.86, 0.47, 0.44], [0.63, 0.96, 0.69], [0.13, 0.47, 0.94]]"
"[0.44, 3.9, 6.0]","[89.0, 90.0, 90.0]","['Cu', 'H', 'H', 'H', 'H', 'H', 'H', 'Br', 'N', 'N']","[[0.06, 0.21, 0.13], [0.29, 0.45, 0.07], [0.29, 0.98, 0.07], [0.79, 0.97, 0.21], [0.79, 0.46, 0.21], [0.78, 0.63, 0.49], [0.28, 0.81, 0.78], [0.79, 0.21, 0.57], [0.29, 0.71, 0.14], [0.79, 0.71, 0.12]]"
"[4.0, 7.4, 8.4]","[89.0, 90.0, 90.0]","['U', 'U', 'U', 'U', 'Se', 'Se', 'Se', 'Se', 'S', 'S', 'S', 'S', 'S', 'S']","[[0.3, 0.39, 0.88], [0.8, 0.64, 0.62], [0.8, 0.14, 0.62], [0.3, 0.89, 0.12], [0.8, 0.39, 0.12], [0.3, 0.89, 0.62], [0.3, 0.27, 0.5], [0.8, 0.24, 0.92], [0.8, 0.74, 0.99], [0.3, 0.77, 0.43], [0.3, 0.63, 0.13], [0.8, 0.9, 0.29], [0.8, 0.4, 0.75], [0.3, 0.13, 0.81]]"
"[6.5, 6.5, 7.5]","[90.0, 90.0, 120.0]","['Tm', 'Tm', 'Tm', 'Tm', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg']","[[0.33, 0.7, 0.94], [0.66, 0.36, 0.44], [0.99, 0.03, 0.19], [0.99, 0.03, 0.69], [0.82, 0.69, 0.94], [0.16, 0.86, 0.44], [0.65, 0.86, 0.44], [0.33, 0.2, 0.94], [0.49, 0.03, 0.69], [0.49, 0.53, 0.69], [0.99, 0.53, 0.69], [0.99, 0.53, 0.19], [0.49, 0.53, 0.19], [0.49, 0.03, 0.19]]"
"[4.4, 4.4, 10.7]","[90.0, 90.0, 90.0]","['Eu', 'Eu', 'Cu', 'Cu', 'Cu', 'Cu', 'Sn', 'Sn', 'Sn', 'Sn']","[[0.48, 0.89, 0.84], [0.98, 0.39, 0.36], [0.98, 0.89, 0.6], [0.48, 0.39, 0.6], [0.48, 0.89, 0.24], [0.98, 0.39, 0.96], [0.98, 0.89, 0.1], [0.48, 0.39, 0.1], [0.48, 0.89, 0.48], [0.98, 0.39, 0.73]]"
"[6.6, 6.6, 12.7]","[76.0, 76.0, 62.0]","['V', 'V', 'V', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']","[[0.18, 0.98, 0.46], [0.71, 0.45, 0.96], [0.45, 0.71, 0.21], [0.16, 0.66, 0.33], [0.72, 0.75, 0.09], [0.4, 0.0, 0.59], [0.5, 0.43, 0.83], [0.58, 0.25, 0.27], [0.33, 0.16, 0.04], [0.9, 0.59, 0.54], [0.01, 0.82, 0.77], [0.36, 0.63, 0.02], [0.55, 0.78, 0.29], [0.54, 0.79, 0.79], [0.37, 0.62, 0.52]]"
"[4.1, 4.1, 4.1]","[59.0, 59.0, 59.0]","['Mn', 'Be', 'Ru', 'Ru']","[[0.14, 0.16, 0.36], [0.64, 0.66, 0.86], [0.39, 0.41, 0.61], [0.89, 0.91, 0.11]]"
"[0.34, 0.06, 0.25]","[0.58, 0.4, 0.75]","['N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']","[[0.18, 0.0, 0.34], [0.02, 0.89, 0.64], [0.91, 0.71, 0.35], [0.7, 0.76, 0.65], [0.56, 0.34, 0.35], [0.8, 0.46, 0.14], [0.3, 0.1, 0.85], [0.43, 0.16, 0.75], [0.63, 0.67, 0.25], [0.36, 0.52, 0.85], [0.07, 0.77, 0.15], [0.87, 0.85, 0.04]]"
"[4.7, 4.7, 4.7]","[59.0, 59.0, 59.0]","['Li', 'Zr', 'Zr', 'Tc']","[[0.78, 0.95, 0.36], [0.03, 0.2, 0.61], [0.53, 0.7, 0.11], [0.28, 0.45, 0.86]]"
"[0.71, 0.35, 0.56]","[1.0, 0.67, 0.31]",[],[]
